ISO_639	Language_Name	Uninverted_Name	Country_Code	Country_Name	Region_Code	Region_Name	Area	L1_Users	Digits	All_Users	Countries	Family	Classification	Latitude	Longitude	EGIDS	Is_Written	Institutional	Developing	Vigorous	In_Trouble	Dying	Extinct
gbh	Gbe, Defi	Defi Gbe	BJ	Benin	WAF	Western Africa	Africa	7340	4	7340	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe, Aja	6.4046	2.6684	6a	F	0	0	1	0	0	0
gbi	Galela	Galela	ID	Indonesia	SEA	South-Eastern Asia	Asia	79000	5	79000	1	West Papuan	West Papuan, North Halmahera, Galela-Loloda	2.3293	128.4424	5	T	0	1	0	0	0	0
gbj	Gadaba, Bodo	Bodo Gadaba	IN	India	SAS	Southern Asia	Asia	8000	4	8000	1	Austro-Asiatic	Austro-Asiatic, Munda, South Munda, Koraput Munda, Gutob-Remo-Geta’, Gutob-Remo	18.5726	82.5299	6b	T	0	0	0	1	0	0
gbk	Gaddi	Gaddi	IN	India	SAS	Southern Asia	Asia	181000	6	181000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Pahari, Western Pahari	32.4389	76.6394	5	T	0	1	0	0	0	0
gbl	Gamit	Gamit	IN	India	SAS	Southern Asia	Asia	139000	6	139000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Bhil	21.0720	73.7351	5	T	0	1	0	0	0	0
gbm	Garhwali	Garhwali	IN	India	SAS	Southern Asia	Asia	2480000	7	2480000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Pahari, Garhwali	30.4542	78.7118	5	T	0	1	0	0	0	0
gbn	Mo’da	Mo’da	SS	South Sudan	EAF	Eastern Africa	Africa	600	3	600	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli, Morokodo-Mo’da	6.1574	29.7259	7	F	0	0	0	1	0	0
gbo	Grebo, Northern	Northern Grebo	LR	Liberia	WAF	Western Africa	Africa	131000	6	131000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Grebo, Liberian	5.2434	-8.0812	5	T	0	1	0	0	0	0
gbp	Gbaya-Bossangoa	Gbaya-Bossangoa	CF	Central African Republic	MAF	Middle Africa	Africa	200000	6	200000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Central	6.7722	17.6162	5	T	0	1	0	0	0	0
gbq	Gbaya-Bozoum	Gbaya-Bozoum	CF	Central African Republic	MAF	Middle Africa	Africa	32500	5	32500	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Central	6.1093	16.4655	6a	T	0	0	1	0	0	0
gbr	Gbagyi	Gbagyi	NG	Nigeria	WAF	Western Africa	Africa	1230000	7	1230000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Nupoid, Nupe-Gbagyi, Gbagyi-Gbari	10.2928	7.1846	5	T	0	1	0	0	0	0
gbs	Gbe, Gbesi	Gbesi Gbe	BJ	Benin	WAF	Western Africa	Africa	65000	5	65000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe	6.5470	2.0333	6a	F	0	0	1	0	0	0
gbu	Gagadu	Gagadu	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Gunwingguan, Gagudjuan	-12.5372	132.6678	x10	F	0	0	0	0	0	1
gbv	Gbanu	Gbanu	CF	Central African Republic	MAF	Middle Africa	Africa	95000	5	95000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Central	5.2661	17.3853	5	T	0	1	0	0	0	0
gbw	Gabi-Gabi	Gabi-Gabi	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Pama-Nyungan, Waka-Kabic	-26.0984	152.8360	9	F	0	0	0	0	1	0
gbx	Gbe, Eastern Xwla	Eastern Xwla Gbe	BJ	Benin	WAF	Western Africa	Africa	80000	5	80000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe	6.3803	2.5340	6a	F	0	0	1	0	0	0
gby	Gbari	Gbari	NG	Nigeria	WAF	Western Africa	Africa	523000	6	523000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Nupoid, Nupe-Gbagyi, Gbagyi-Gbari	9.6249	6.3899	6a	T	0	0	1	0	0	0
gbz	Dari, Zoroastrian	Zoroastrian Dari	IR	Iran	SAS	Southern Asia	Asia	8000	4	8000	1	Indo-European	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Central Iran	31.8042	54.4565	8a	F	0	0	0	0	1	0
gcc	Mali	Mali	PG	Papua New Guinea	MEL	Melanesia	Pacific	5000	4	5000	1	East New Britain	East New Britain, Baining	-4.7253	152.2186	6a	T	0	0	1	0	0	0
gcd	Ganggalida	Ganggalida	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Tangic	-17.5445	139.4265	9	F	0	0	0	0	1	0
gce	Galice	Galice	US	United States	NAM	Northern America	Americas	0	0	0	1	Eyak-Athabaskan	Eyak-Athabaskan, Athabaskan, Pacific Coast Athabaskan, Oregon Athabaskan	42.5733	-123.6017	x10	F	0	0	0	0	0	1
gcf	Guadeloupean Creole French	Guadeloupean Creole French	GP	Guadeloupe	CAR	Caribbean	Americas	849000	6	849000	3	Creole	Creole, French based	14.5561	-60.9192	6a	F	0	0	1	0	0	0
gcl	Grenadian Creole English	Grenadian Creole English	GD	Grenada	CAR	Caribbean	Americas	102000	6	102000	1	Creole	Creole, English based, Atlantic, Eastern, Southern	12.1124	-61.6825	6a	F	0	0	1	0	0	0
gcn	Gaina	Gaina	PG	Papua New Guinea	MEL	Melanesia	Pacific	1410	4	1410	1	Trans-New Guinea	Trans-New Guinea, Greater Binanderean, Binanderean, Nuclear Binanderean, South Binanderean, Coastal Binanderean, Gaena-Korafe	-9.1403	148.5743	6a	T	0	0	1	0	0	0
gcr	Guianese Creole French	Guianese Creole French	GF	French Guiana	SAM	South America	Americas	131000	6	131000	1	Creole	Creole, French based	4.8809	-52.6544	6a	T	0	0	1	0	0	0
gct	German, Colonia Tovar	Colonia Tovar German	VE	Venezuela	SAM	South America	Americas	1500	4	1500	1	Indo-European	Indo-European, Germanic, West, High German, German, Upper German, Alemannic	10.4855	-67.2578	7	T	0	0	0	1	0	0
gda	Lohar, Gade	Gade Lohar	IN	India	SAS	Southern Asia	Asia	500000	6	500000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Unclassified	27.4451	71.4668	6a	F	0	0	1	0	0	0
gdb	Gadaba, Pottangi Ollar	Pottangi Ollar Gadaba	IN	India	SAS	Southern Asia	Asia	15000	5	15000	1	Dravidian	Dravidian, Central, Parji-Gadaba	18.5726	82.8205	6a	T	0	0	1	0	0	0
gdc	Gugu Badhun	Gugu Badhun	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Pama-Nyungan, Maric	-18.9600	143.2350	9	F	0	0	0	0	1	0
gdd	Gedaged	Gedaged	PG	Papua New Guinea	MEL	Melanesia	Pacific	6950	4	6950	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel, Nuclear Bel, Northern	-5.1805	145.7895	5	T	0	1	0	0	0	0
gde	Gude	Gude	NG	Nigeria	WAF	Western Africa	Africa	88000	5	88000	2	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.8	10.1066	13.4680	5	T	0	1	0	0	0	0
gdf	Guduf-Gava	Guduf-Gava	NG	Nigeria	WAF	Western Africa	Africa	55900	5	55900	1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.4, Mandara Proper, Glavda	11.1049	13.7899	6a	T	0	0	1	0	0	0
gdg	Ga’dang	Ga’dang	PH	Philippines	SEA	South-Eastern Asia	Asia	6000	4	6000	1	Austronesian	Austronesian, Malayo-Polynesian, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic, Gaddangic	17.1990	121.4385	5	T	0	1	0	0	0	0
gdh	Gadjerawang	Gadjerawang	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Djeragan	-15.4574	128.8735	9	F	0	0	0	0	1	0
gdi	Gundi	Gundi	CF	Central African Republic	MAF	Middle Africa	Africa	9000	4	9000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi	3.4065	15.7778	6a	F	0	0	1	0	0	0
gdj	Gurdjar	Gurdjar	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0		1	Australian	Australian, Pama-Nyungan, Paman, Norman Pama	-17.6249	141.1362	9	F	0	0	0	0	1	0
gdk	Gadang	Gadang	TD	Chad	MAF	Middle Africa	Africa	2500	4	2500	1	Afro-Asiatic	Afro-Asiatic, Chadic, East, A, A.1, 2	10.4208	16.9948	7	F	0	0	0	1	0	0
gdl	Dirasha	Dirasha	ET	Ethiopia	EAF	Eastern Africa	Africa	73500	5	80500	1	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Konso-Gidole	5.6045	37.4026	5	T	0	1	0	0	0	0
gdm	Laal	Laal	TD	Chad	MAF	Middle Africa	Africa	750	3	750	1	Language isolate	Language isolate	10.0022	17.6144	7	F	0	0	0	1	0	0
gdn	Umanakaina	Umanakaina	PG	Papua New Guinea	MEL	Melanesia	Pacific	2400	4	2400	1	Trans-New Guinea	Trans-New Guinea, Southeast Papuan, Dagan	-9.8912	149.6541	5	T	0	1	0	0	0	0
gdo	Ghodoberi	Ghodoberi	RU	Russian Federation	EEU	Eastern Europe	Europe	130	3	130	1	Nakh-Daghestanian	Nakh-Daghestanian, Avar-Andic, Andic	42.6381	46.0899	7	F	0	0	0	1	0	0
gdq	Mehri	Mehri	YE	Yemen	WAS	Western Asia	Asia	221300	6	221300	4	Afro-Asiatic	Afro-Asiatic, Semitic, South, South Arabian	17.9945	53.3748	6b	T	0	0	0	1	0	0
gdr	Wipi	Wipi	PG	Papua New Guinea	MEL	Melanesia	Pacific	3500	4	3500	1	Eastern Trans-Fly	Eastern Trans-Fly	-8.7858	143.0356	5	T	0	1	0	0	0	0
gds	Ghandruk Sign Language	Ghandruk Sign Language	NP	Nepal	SAS	Southern Asia	Asia	20	2	20	1	Sign language	Sign language, Shared-signing Languages	28.3792	83.8013	8b	T	0	0	0	0	1	0
gdt	Kungardutyi	Kungardutyi	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Pama-Nyungan, Karnic	-26.4465	140.7518	x10	F	0	0	0	0	0	1
gdu	Gudu	Gudu	NG	Nigeria	WAF	Western Africa	Africa	5000	4	5000	1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.8	9.9312	12.5144	6a	F	0	0	1	0	0	0
gdx	Godwari	Godwari	IN	India	SAS	Southern Asia	Asia	3000000	7	3000000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari	25.2975	72.8786	6b	F	0	0	0	1	0	0
gea	Geruma	Geruma	NG	Nigeria	WAF	Western Africa	Africa	9030	4	9030	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	10.5052	9.8709	6a	F	0	0	1	0	0	0
geb	Kire	Kire	PG	Papua New Guinea	MEL	Melanesia	Pacific	2420	4	2420	1	Ramu-Lower Sepik	Ramu-Lower Sepik, Ramu, Mikarew	-4.2630	144.7129	5	T	0	1	0	0	0	0
gec	Grebo, Gboloo	Gboloo Grebo	LR	Liberia	WAF	Western Africa	Africa	104000	6	104000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Grebo, Liberian	4.7594	-7.6721	6a	F	0	0	1	0	0	0
ged	Gade	Gade	NG	Nigeria	WAF	Western Africa	Africa	72100	5	72100	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Nupoid, Ebira-Gade	8.7073	7.4937	6a	F	0	0	1	0	0	0
gef	Gerai	Gerai	ID	Indonesia	SEA	South-Eastern Asia	Asia	2000	4	2000	1	Austronesian	Austronesian, Malayo-Polynesian, Land Dayak, Southern	-0.6133	110.2907	5	T	0	1	0	0	0	0
geg	Gengle	Gengle	NG	Nigeria	WAF	Western Africa	Africa	4000	4	4000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Mumuye-Yandang, Mumuye	9.1463	11.9231	6a	F	0	0	1	0	0	0
geh	Hutterisch	Hutterisch	CA	Canada	NAM	Northern America	Americas	40000	5	40000	2	Indo-European	Indo-European, Germanic, West, High German, German, Upper German, Bavarian-Austrian	50.6083	-112.6896	6a	T	0	0	1	0	0	0
gei	Gebe	Gebe	ID	Indonesia	SEA	South-Eastern Asia	Asia	2650	4	2650	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Raja Ampat	-0.1421	129.4968	6b	F	0	0	0	1	0	0
gej	Gen	Gen	TG	Togo	WAF	Western Africa	Africa	590000	6	590000	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe, Mina	6.2595	1.6486	3	T	1	0	0	0	0	0
gek	Ywom	Ywom	NG	Nigeria	WAF	Western Africa	Africa	10000	5	10000	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Yiwom	8.9732	9.7865	6a	F	0	0	1	0	0	0
gel	ut-Ma’in	ut-Ma’in	NG	Nigeria	WAF	Western Africa	Africa	36000	5	36000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Duka	11.5270	4.8616	5	T	0	1	0	0	0	0
geq	Geme	Geme	CF	Central African Republic	MAF	Middle Africa	Africa	550	3	550	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara	8.4836	20.6611	6b	F	0	0	0	1	0	0
ges	Geser-Gorom	Geser-Gorom	ID	Indonesia	SEA	South-Eastern Asia	Asia	36500	5	36500	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Banda-Geser, Geser-Gorom	-3.8016	130.7013	6a	T	0	0	1	0	0	0
gev	Eviya	Eviya	GA	Gabon	MAF	Middle Africa	Africa	50	2	50	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Tsogo (B.301)	-1.2084	10.5974	7	F	0	0	0	1	0	0
gew	Gera	Gera	NG	Nigeria	WAF	Western Africa	Africa	200000	6	200000	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	10.4461	10.1097	6b	F	0	0	0	1	0	0
gex	Garre	Garre	SO	Somalia	EAF	Eastern Africa	Africa	50000	5	50000	1	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Somali	2.3030	44.6955	6a	F	0	0	1	0	0	0
gey	Enya	Enya	CD	Democratic Republic of the Congo	MAF	Middle Africa	Africa	15000	5	15000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, D, Mbole-Enya (D.14)	-4.6801	26.7513	6a	F	0	0	1	0	0	0
gez	Geez	Geez	ET	Ethiopia	EAF	Eastern Africa	Africa	0	0		2	Afro-Asiatic	Afro-Asiatic, Semitic, South, Ethiopian, North	8.9936	38.7597	9	T	0	0	0	0	1	0
gfk	Patpatar	Patpatar	PG	Papua New Guinea	MEL	Melanesia	Pacific	7000	4	7000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai	-3.7753	152.4800	5	T	0	1	0	0	0	0
gga	Gao	Gao	SB	Solomon Islands	MEL	Melanesia	Pacific	1220	4	1220	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, East	-8.3450	159.7748	6a	T	0	0	1	0	0	0
ggb	Gbii	Gbii	LR	Liberia	WAF	Western Africa	Africa	9000	4	9000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Bassa	6.1310	-8.9592	6a	F	0	0	1	0	0	0
ggd	Gugadj	Gugadj	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Pama-Nyungan, Paman, Flinders Pama	-17.4830	140.8228	x10	F	0	0	0	0	0	1
gge	Gurr-goni	Gurr-goni	AU	Australia	ANZ	Australia and New Zealand	Pacific	46	2	46	1	Australian	Australian, Gunwingguan, Burarran	-12.6928	134.0330	6b	F	0	0	0	1	0	0
ggg	Gurgula	Gurgula	PK	Pakistan	SAS	Southern Asia	Asia	35300	5	35300	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Unclassified	25.7371	68.5651	6a	T	0	0	1	0	0	0
ggk	Kungarakany	Kungarakany	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Gunwingguan, Gungaraganyan	-12.9303	130.7565	x10	F	0	0	0	0	0	1
ggl	Ganglau	Ganglau	PG	Papua New Guinea	MEL	Melanesia	Pacific	470	3	470	1	Trans-New Guinea	Trans-New Guinea, Madang, Rai Coast, Yaganon	-5.5719	146.1476	6b	F	0	0	0	1	0	0
ggt	Gitua	Gitua	PG	Papua New Guinea	MEL	Melanesia	Pacific	900	3	900	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Ngero, Tuam	-6.0132	147.4790	6a	F	0	0	1	0	0	0
ggu	Gban	Gban	CI	Côte d’Ivoire	WAF	Western Africa	Africa	60000	5	60000	1	Niger-Congo	Niger-Congo, Mande, Eastern, Southeastern, Nwa-Ben, Ben-Gban	6.3376	-5.6281	6a	T	0	0	1	0	0	0
ggw	Gogodala	Gogodala	PG	Papua New Guinea	MEL	Melanesia	Pacific	22000	5	22000	1	Trans-New Guinea	Trans-New Guinea, Gogodala-Suki, Gogodala	-8.1139	142.8606	5	T	0	1	0	0	0	0
gha	Ghadamès	Ghadamès	LY	Libya	NAF	Northern Africa	Africa	15500	5	15500	1	Afro-Asiatic	Afro-Asiatic, Berber, Northern, Zenati, East	30.1331	9.4757	6b	F	0	0	0	1	0	0
ghe	Ghale, Southern	Southern Ghale	NP	Nepal	SAS	Southern Asia	Asia	18000	5	18000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Ghale	28.1845	84.7759	6a	T	0	0	1	0	0	0
ghh	Ghale, Northern	Northern Ghale	NP	Nepal	SAS	Southern Asia	Asia	4440	4	4440	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Ghale	28.3417	84.8923	6b	F	0	0	0	1	0	0
ghk	Karen, Geko	Geko Karen	MM	Myanmar	SEA	South-Eastern Asia	Asia	17000	5	17000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Karenic, Central	19.7439	96.5308	6a	T	0	0	1	0	0	0
ghl	Ghulfan	Ghulfan	SD	Sudan	NAF	Northern Africa	Africa	37000	5	37000	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Nubian, Central, Hill, Kadaru-Ghulfan	11.6414	29.8133	7	F	0	0	0	1	0	0
ghn	Ghanongga	Ghanongga	SB	Solomon Islands	MEL	Melanesia	Pacific	2510	4	2510	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West	-8.0194	156.5527	6a	F	0	0	1	0	0	0
gho	Ghomara	Ghomara	MA	Morocco	NAF	Northern Africa	Africa	10000	5	10000	1	Afro-Asiatic	Afro-Asiatic, Berber, Northern, Zenati, Ghomara	35.2525	-4.8896	6a	F	0	0	1	0	0	0
ghr	Ghera	Ghera	PK	Pakistan	SAS	Southern Asia	Asia	10000	5	10000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Unclassified	25.3549	68.3484	6a	F	0	0	1	0	0	0
ghs	Guhu-Samane	Guhu-Samane	PG	Papua New Guinea	MEL	Melanesia	Pacific	12000	5	12000	1	Trans-New Guinea	Trans-New Guinea, Greater Binanderean, Guhu-Samane	-8.0180	147.2404	5	T	0	1	0	0	0	0
ght	Kuke	Kuke	NP	Nepal	SAS	Southern Asia	Asia	1300	4	1300	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Ghale	28.5197	84.9049	6a	F	0	0	1	0	0	0
gia	Kija	Kija	AU	Australia	ANZ	Australia and New Zealand	Pacific	170	3	170	1	Australian	Australian, Djeragan	-17.4929	127.4266	7	T	0	0	0	1	0	0
gib	Gibanawa	Gibanawa	NG	Nigeria	WAF	Western Africa	Africa	0	0		1	Pidgin	Pidgin, Hausa based	12.2165	4.3808	9	F	0	0	0	0	1	0
gic	Gail	Gail	ZA	South Africa	SAF	Southern Africa	Africa	0	0	20000	1	Unclassified	Unclassified	-28.4818	27.0251	9	F	0	0	0	0	1	0
gid	Gidar	Gidar	CM	Cameroon	MAF	Middle Africa	Africa	65700	5	65700	2	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, C	9.9367	14.0331	5	T	0	1	0	0	0	0
gie	Guébie	Guébie	CI	Côte d’Ivoire	WAF	Western Africa	Africa	7000	4	7000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Eastern, Dida	5.9679	-5.8429	6b	F	0	0	0	1	0	0
gig	Goaria	Goaria	PK	Pakistan	SAS	Southern Asia	Asia	25400	5	25400	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari	27.2531	68.3631	6a	T	0	0	1	0	0	0
gih	Githabul	Githabul	AU	Australia	ANZ	Australia and New Zealand	Pacific	4	1	4	1	Australian	Australian, Pama-Nyungan, Bandjalangic	-28.4294	152.2206	8b	F	0	0	0	0	1	0
gil	Kiribati	Kiribati	KI	Kiribati	MIC	Micronesia	Pacific	119981	6	119981	4	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ikiribati	1.7569	-157.2774	1	T	1	0	0	0	0	0
gim	Gimi	Gimi	PG	Papua New Guinea	MEL	Melanesia	Pacific	22500	5	22500	1	Trans-New Guinea	Trans-New Guinea, Kainantu-Goroka, Gorokan, Fore	-6.6168	145.3211	5	T	0	1	0	0	0	0
gin	Hinukh	Hinukh	RU	Russian Federation	EEU	Eastern Europe	Europe	5	1	5	1	Nakh-Daghestanian	Nakh-Daghestanian, Tsezic, West Tsezic	42.1885	45.9655	6b	F	0	0	0	1	0	0
gip	Gimi	Gimi	PG	Papua New Guinea	MEL	Melanesia	Pacific	3700	4	3700	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, West Arawe	-6.0292	149.4746	5	T	0	1	0	0	0	0
giq	Gelao, Green	Green Gelao	VN	Viet Nam	SEA	South-Eastern Asia	Asia	300	3	300	2	Kra-Dai	Kra-Dai, Kra, Western Kra	27.6978	106.3756	8a	F	0	0	0	0	1	0
gir	Gelao, Red	Red Gelao	VN	Viet Nam	SEA	South-Eastern Asia	Asia	50	2	50	2	Kra-Dai	Kra-Dai, Kra, Western Kra	23.5183	105.1662	7	F	0	0	0	1	0	0
gis	Giziga, North	North Giziga	CM	Cameroon	MAF	Middle Africa	Africa	20000	5	20000	1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.5	10.6888	14.2297	6a	F	0	0	1	0	0	0
git	Gitxsan	Gitxsan	CA	Canada	NAM	Northern America	Americas	350	3	350	1	Tsimshian	Tsimshian, Nass-Gitksan	55.0896	-128.0803	6b	T	0	0	0	1	0	0
giu	Mulao	Mulao	CN	China	EAS	Eastern Asia	Asia				1	Kra-Dai	Kra-Dai, Kra, Western Kra	26.5582	107.5551	8b	F	0	0	0	0	1	0
giw	Duoluo	Duoluo	CN	China	EAS	Eastern Asia	Asia	1220	4	1220	2	Kra-Dai	Kra-Dai, Kra, Western Kra	26.1430	105.1800	8b	F	0	0	0	0	1	0
gix	Gilima	Gilima	CD	Democratic Republic of the Congo	MAF	Middle Africa	Africa	12000	5	12000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Bwaka	4.5194	19.0219	6a	F	0	0	1	0	0	0
giy	Giyug	Giyug	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Daly, Bringen-Wagaydy, Wagaydy	-13.1437	130.0671	x10	F	0	0	0	0	0	1
giz	Giziga	Giziga	CM	Cameroon	MAF	Middle Africa	Africa	60000	5	60000	1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.5	10.3147	14.1727	5	T	0	1	0	0	0	0
gji	Geji	Geji	NG	Nigeria	WAF	Western Africa	Africa	6000	4	6000	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	10.3503	9.6538	6a	T	0	0	1	0	0	0
gjk	Koli, Kachi	Kachi Koli	PK	Pakistan	SAS	Southern Asia	Asia	516000	6	516000	2	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Gujarati	23.1811	69.2180	5	T	0	1	0	0	0	0
gjm	Gunditjmara	Gunditjmara	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Pama-Nyungan, Bungandidj	-38.1687	142.0772	x10	F	0	0	0	0	0	1
gjn	Gonja	Gonja	GH	Ghana	WAF	Western Africa	Africa	310000	6	310000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang	8.7161	-0.6499	4	T	1	0	0	0	0	0
